Unnamed: 0,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit
1454,Northern,West Bengal,Delhi,Landmark 1454,Temple,1527,1.3,3.7,167,Yes,Friday,Scientific,Yes,3.41,Afternoon
1455,Eastern,Maharashtra,Kolkata,Landmark 1455,Observatory,1618,1.0,3.9,139,Yes,Friday,Scientific,No,1.6,Morning
1456,Eastern,Uttar Pradesh,Chennai,Landmark 1456,War Memorial,1917,4.3,3.3,128,Yes,Friday,Scientific,No,1.37,Morning
1457,Northern,Uttar Pradesh,Kolkata,Landmark 1457,Museum,1599,5.3,3.2,197,No,Tuesday,Historical,No,3.48,Evening
1458,Southern,West Bengal,Chennai,Landmark 1458,Museum,1752,4.0,3.5,25,Yes,Tuesday,Recreational,No,2.24,Evening
1459,Central,Delhi,Lucknow,Landmark 1459,Theme Park,1841,5.9,3.7,140,Yes,Wednesday,Cultural,No,2.1,Afternoon
1460,Southern,Uttar Pradesh,Chennai,Landmark 1460,Observatory,1797,4.9,4.1,166,Yes,Thursday,Cultural,Yes,3.81,Night
1461,Central,Delhi,Kolkata,Landmark 1461,Temple,1655,2.8,4.5,174,No,Tuesday,Environmental,Yes,2.18,Morning
1462,Eastern,Tamil Nadu,Mumbai,Landmark 1462,Theme Park,1591,5.4,3.8,98,Yes,Wednesday,Religious,Yes,0.2,Night
1463,Southern,Tamil Nadu,Delhi,Landmark 1463,Museum,1714,3.0,4.0,115,Yes,None,Religious,No,3.45,Morning
1464,Western,Uttar Pradesh,Kolkata,Landmark 1464,Fort,1764,2.1,4.7,39,Yes,None,Historical,No,2.59,Night
1465,Eastern,Tamil Nadu,Kolkata,Landmark 1465,Museum,1642,4.0,4.9,59,No,Wednesday,Recreational,Yes,1.6,Night
1466,Central,Tamil Nadu,Chennai,Landmark 1466,Temple,1512,5.9,3.8,9,No,Thursday,Religious,No,4.32,Night
1467,Central,Uttar Pradesh,Lucknow,Landmark 1467,Observatory,1694,5.8,3.8,158,Yes,Thursday,Cultural,No,4.89,Night
1468,Northern,Delhi,Delhi,Landmark 1468,Museum,1930,3.2,3.7,128,No,None,Scientific,Yes,3.65,Evening
1469,Northern,Delhi,Lucknow,Landmark 1469,War Memorial,1883,1.6,3.5,186,Yes,Thursday,Environmental,No,2.33,Evening
1470,Eastern,Tamil Nadu,Kolkata,Landmark 1470,Beach,1951,1.3,3.2,178,Yes,Monday,Scientific,No,0.91,Afternoon
1471,Northern,Delhi,Delhi,Landmark 1471,Observatory,2006,3.6,3.2,149,Yes,Thursday,Cultural,No,4.16,Night
1472,Eastern,West Bengal,Chennai,Landmark 1472,Museum,1567,4.1,3.2,78,No,Wednesday,Religious,Yes,1.38,Afternoon
1473,Western,Delhi,Chennai,Landmark 1473,Beach,1557,2.8,3.6,174,Yes,Monday,Recreational,Yes,0.71,Morning
1474,Eastern,Uttar Pradesh,Kolkata,Landmark 1474,Tomb,1535,1.1,4.6,80,Yes,Wednesday,Religious,No,0.42,Night
1475,Western,Tamil Nadu,Kolkata,Landmark 1475,Observatory,1801,2.0,3.8,95,Yes,Friday,Religious,Yes,3.75,Evening
1476,Northern,Maharashtra,Mumbai,Landmark 1476,War Memorial,1620,4.9,4.9,91,No,None,Environmental,No,1.89,Night
1477,Southern,West Bengal,Delhi,Landmark 1477,Observatory,1976,3.1,4.5,145,Yes,Thursday,Recreational,No,0.9,Night
1478,Southern,Tamil Nadu,Lucknow,Landmark 1478,Theme Park,1736,0.6,4.7,156,No,Thursday,Religious,No,0.63,Morning
1479,Central,Maharashtra,Chennai,Landmark 1479,War Memorial,1902,5.5,4.4,69,No,Thursday,Scientific,Yes,3.35,Afternoon
1480,Northern,Tamil Nadu,Chennai,Landmark 1480,Tomb,1625,2.6,4.3,82,No,Friday,Scientific,No,3.78,Evening
1481,Central,Uttar Pradesh,Mumbai,Landmark 1481,Beach,1755,5.7,3.8,102,Yes,Wednesday,Historical,Yes,2.84,Afternoon
1482,Eastern,West Bengal,Mumbai,Landmark 1482,Observatory,1871,1.8,4.7,49,Yes,None,Religious,Yes,1.29,Morning
1483,Southern,Maharashtra,Kolkata,Landmark 1483,Temple,1997,5.0,3.2,197,Yes,Wednesday,Cultural,No,4.18,Afternoon
1484,Western,Maharashtra,Delhi,Landmark 1484,Museum,1692,2.9,4.4,112,No,Thursday,Environmental,Yes,2.61,Afternoon
1485,Central,Maharashtra,Delhi,Landmark 1485,Museum,1812,3.7,4.0,184,No,Tuesday,Historical,No,2.4,Night
1486,Southern,Delhi,Mumbai,Landmark 1486,Observatory,1939,1.2,3.7,41,No,None,Cultural,Yes,1.64,Night
1487,Western,Uttar Pradesh,Chennai,Landmark 1487,Theme Park,1900,0.9,3.1,28,No,Friday,Scientific,Yes,2.26,Evening
1488,Eastern,Delhi,Lucknow,Landmark 1488,Tomb,1876,1.0,4.9,85,Yes,Monday,Historical,No,3.8,Night
1489,Western,Delhi,Mumbai,Landmark 1489,Observatory,1553,3.0,4.8,55,No,Monday,Environmental,No,4.55,Morning
1490,Eastern,Uttar Pradesh,Kolkata,Landmark 1490,Observatory,1616,5.8,4.8,92,Yes,None,Cultural,Yes,1.49,Night
1491,Northern,Uttar Pradesh,Delhi,Landmark 1491,Theme Park,1689,4.5,3.5,133,Yes,Friday,Historical,No,4.2,Morning
1492,Western,West Bengal,Kolkata,Landmark 1492,Observatory,1740,0.5,5.0,154,No,None,Cultural,Yes,3.32,Night
1493,Southern,Delhi,Chennai,Landmark 1493,Tomb,1616,3.9,4.9,70,Yes,Monday,Scientific,No,2.01,Morning
1494,Southern,Tamil Nadu,Delhi,Landmark 1494,Theme Park,1804,1.3,3.2,191,No,Friday,Scientific,Yes,3.18,Evening
1495,Northern,Maharashtra,Lucknow,Landmark 1495,War Memorial,1557,2.0,4.7,165,Yes,Thursday,Religious,Yes,1.31,Morning
1496,Eastern,Uttar Pradesh,Lucknow,Landmark 1496,Museum,1630,3.4,3.6,192,No,Friday,Recreational,No,2.93,Evening
1497,Southern,Tamil Nadu,Kolkata,Landmark 1497,Beach,1555,5.3,3.4,73,Yes,Wednesday,Historical,No,0.26,Morning
1498,Western,Uttar Pradesh,Mumbai,Landmark 1498,Tomb,1921,1.4,4.4,11,No,Friday,Environmental,No,4.23,Morning
1499,Western,Uttar Pradesh,Kolkata,Landmark 1499,Museum,1511,0.5,4.5,186,Yes,Tuesday,Historical,No,2.81,Night
1500,Central,Delhi,Kolkata,Landmark 1500,Museum,1994,5.9,3.1,114,Yes,Tuesday,Scientific,Yes,1.25,Evening
1501,Western,West Bengal,Mumbai,Landmark 1501,Observatory,1822,3.3,3.8,74,No,Friday,Cultural,No,0.34,Night
1502,Eastern,Tamil Nadu,Lucknow,Landmark 1502,Beach,1625,4.0,4.0,182,Yes,Wednesday,Historical,Yes,2.77,Night
1503,Northern,West Bengal,Kolkata,Landmark 1503,Museum,1944,2.2,4.2,144,No,Monday,Cultural,Yes,2.86,Night
1504,Central,West Bengal,Lucknow,Landmark 1504,Museum,1585,2.8,4.3,141,Yes,Thursday,Historical,No,1.21,Night
1505,Eastern,Maharashtra,Delhi,Landmark 1505,Fort,1894,5.3,3.6,174,No,Thursday,Environmental,Yes,0.4,Morning
1506,Northern,Maharashtra,Delhi,Landmark 1506,Tomb,1544,0.9,4.4,89,Yes,Monday,Environmental,No,3.79,Afternoon
1507,Southern,Uttar Pradesh,Mumbai,Landmark 1507,Fort,1741,1.8,3.1,81,Yes,None,Environmental,Yes,2.02,Morning
1508,Central,Maharashtra,Lucknow,Landmark 1508,Observatory,1757,1.1,3.7,189,Yes,Wednesday,Religious,Yes,2.33,Morning
1509,Southern,Delhi,Chennai,Landmark 1509,Theme Park,1859,5.3,3.0,147,Yes,Monday,Scientific,No,2.39,Night
1510,Western,Uttar Pradesh,Kolkata,Landmark 1510,Museum,1838,3.3,4.9,98,Yes,Tuesday,Cultural,Yes,1.06,Morning
1511,Eastern,Delhi,Chennai,Landmark 1511,Tomb,1779,0.7,3.2,199,No,Tuesday,Religious,Yes,0.68,Night
1512,Central,West Bengal,Kolkata,Landmark 1512,Observatory,1663,1.4,4.9,196,No,Thursday,Historical,No,1.82,Night
1513,Northern,Tamil Nadu,Mumbai,Landmark 1513,Observatory,1683,5.2,3.2,155,Yes,Wednesday,Scientific,Yes,2.06,Evening
1514,Northern,Uttar Pradesh,Chennai,Landmark 1514,Tomb,1983,6.0,4.2,77,No,Monday,Scientific,No,2.38,Night
1515,Southern,Tamil Nadu,Delhi,Landmark 1515,Fort,1592,1.2,4.8,196,Yes,Friday,Cultural,No,3.16,Morning
1516,Western,Maharashtra,Chennai,Landmark 1516,Observatory,1938,4.1,4.2,119,No,Monday,Historical,No,3.75,Morning
1517,Central,Uttar Pradesh,Delhi,Landmark 1517,Museum,1512,6.0,3.9,76,Yes,Tuesday,Cultural,No,0.33,Afternoon
1518,Eastern,West Bengal,Kolkata,Landmark 1518,Fort,1612,4.3,3.2,41,Yes,Tuesday,Cultural,Yes,3.04,Night
1519,Southern,Uttar Pradesh,Delhi,Landmark 1519,Beach,1873,4.2,3.5,24,No,None,Scientific,Yes,3.86,Night
1520,Central,West Bengal,Delhi,Landmark 1520,War Memorial,1982,5.0,4.8,28,No,Tuesday,Cultural,No,2.95,Evening
1521,Northern,Uttar Pradesh,Chennai,Landmark 1521,Tomb,1859,3.8,3.5,43,Yes,Monday,Cultural,Yes,0.49,Night
1522,Southern,Delhi,Delhi,Landmark 1522,Observatory,1784,4.8,3.7,141,Yes,None,Recreational,No,0.22,Evening
1523,Western,Tamil Nadu,Kolkata,Landmark 1523,War Memorial,1522,1.9,3.5,6,No,Wednesday,Environmental,No,4.61,Evening
1524,Western,Delhi,Delhi,Landmark 1524,Beach,1996,3.9,3.5,185,Yes,None,Historical,Yes,0.42,Evening
1525,Northern,Uttar Pradesh,Chennai,Landmark 1525,Tomb,1827,5.0,3.2,129,No,Wednesday,Religious,Yes,0.15,Evening
1526,Western,Uttar Pradesh,Kolkata,Landmark 1526,Museum,1826,1.8,5.0,72,Yes,None,Cultural,Yes,3.18,Night
1527,Central,Maharashtra,Lucknow,Landmark 1527,War Memorial,1559,1.0,4.2,195,No,Friday,Scientific,No,2.03,Afternoon
1528,Central,West Bengal,Chennai,Landmark 1528,War Memorial,1863,4.0,3.1,37,No,None,Scientific,No,3.4,Evening
1529,Western,Delhi,Kolkata,Landmark 1529,Temple,1725,2.1,4.7,28,No,Thursday,Environmental,No,4.72,Morning
1530,Northern,Delhi,Kolkata,Landmark 1530,Temple,1920,4.9,5.0,61,Yes,Wednesday,Scientific,Yes,4.28,Evening
1531,Central,Delhi,Lucknow,Landmark 1531,Fort,1768,1.8,4.9,34,No,Thursday,Religious,Yes,0.38,Morning
1532,Northern,Uttar Pradesh,Delhi,Landmark 1532,War Memorial,1780,1.9,4.0,195,No,Tuesday,Religious,No,2.24,Evening
1533,Southern,West Bengal,Delhi,Landmark 1533,Temple,1669,5.2,3.2,147,No,Tuesday,Historical,Yes,3.1,Morning
1534,Southern,Delhi,Lucknow,Landmark 1534,Beach,2018,1.3,4.9,196,Yes,Monday,Environmental,No,1.53,Night
1535,Northern,Delhi,Delhi,Landmark 1535,Theme Park,1736,3.6,3.6,5,No,Monday,Recreational,Yes,0.3,Evening
1536,Central,West Bengal,Kolkata,Landmark 1536,Observatory,1705,4.2,4.6,40,Yes,None,Environmental,Yes,4.97,Morning
1537,Western,Uttar Pradesh,Chennai,Landmark 1537,Temple,1993,1.4,4.6,176,No,Wednesday,Religious,Yes,1.3,Evening
1538,Eastern,Tamil Nadu,Delhi,Landmark 1538,Museum,1502,0.7,4.1,69,Yes,Wednesday,Cultural,No,3.37,Morning
1539,Northern,Tamil Nadu,Chennai,Landmark 1539,Museum,1914,4.8,4.8,188,Yes,Tuesday,Scientific,No,0.62,Night
1540,Central,West Bengal,Delhi,Landmark 1540,War Memorial,2017,5.0,5.0,78,Yes,None,Cultural,Yes,1.75,Evening
1541,Western,Tamil Nadu,Mumbai,Landmark 1541,Theme Park,1963,3.3,4.9,23,Yes,Thursday,Historical,Yes,4.3,Night
1542,Central,Uttar Pradesh,Delhi,Landmark 1542,Theme Park,1546,4.2,4.7,146,Yes,Tuesday,Recreational,Yes,4.68,Night
1543,Eastern,Uttar Pradesh,Mumbai,Landmark 1543,Observatory,1888,4.1,3.3,89,No,None,Religious,Yes,3.22,Evening
1544,Eastern,West Bengal,Mumbai,Landmark 1544,Beach,1620,1.3,4.7,144,Yes,Friday,Religious,Yes,4.37,Night
1545,Northern,West Bengal,Chennai,Landmark 1545,Tomb,1593,3.3,4.2,193,No,Thursday,Historical,Yes,3.92,Morning
1546,Western,Tamil Nadu,Chennai,Landmark 1546,Temple,1674,4.4,4.7,41,No,Monday,Cultural,Yes,1.57,Evening
1547,Northern,Tamil Nadu,Chennai,Landmark 1547,War Memorial,1533,5.1,3.6,172,Yes,None,Environmental,No,1.27,Afternoon
1548,Southern,Uttar Pradesh,Lucknow,Landmark 1548,Museum,1878,5.8,3.3,149,Yes,None,Scientific,Yes,0.1,Evening
1549,Eastern,Uttar Pradesh,Lucknow,Landmark 1549,War Memorial,1776,3.0,3.7,20,No,Monday,Recreational,Yes,1.88,Night
1550,Southern,Delhi,Mumbai,Landmark 1550,Beach,1808,5.0,4.1,52,Yes,None,Religious,Yes,0.78,Afternoon
1551,Central,West Bengal,Kolkata,Landmark 1551,Fort,1839,1.0,3.8,181,Yes,Friday,Recreational,No,2.87,Evening
1552,Central,West Bengal,Kolkata,Landmark 1552,Observatory,1991,1.1,4.5,133,No,Friday,Recreational,Yes,0.41,Evening
1553,Eastern,Delhi,Lucknow,Landmark 1553,Museum,1797,4.9,4.8,11,No,Monday,Historical,No,3.3,Morning
1554,Western,Uttar Pradesh,Delhi,Landmark 1554,Theme Park,1728,1.4,3.3,48,Yes,None,Scientific,Yes,2.28,Night
1555,Northern,Uttar Pradesh,Kolkata,Landmark 1555,War Memorial,1617,1.0,4.0,78,Yes,Wednesday,Historical,Yes,3.09,Morning
1556,Western,Tamil Nadu,Delhi,Landmark 1556,Beach,1860,5.2,3.5,184,No,Tuesday,Environmental,No,0.63,Afternoon
1557,Southern,Tamil Nadu,Chennai,Landmark 1557,Fort,1607,1.5,4.1,152,No,Wednesday,Recreational,Yes,0.93,Evening
1558,Southern,Maharashtra,Chennai,Landmark 1558,Observatory,1870,3.7,3.1,160,No,None,Historical,Yes,1.03,Afternoon
1559,Southern,Tamil Nadu,Chennai,Landmark 1559,War Memorial,1699,1.2,4.6,128,Yes,None,Historical,Yes,2.65,Morning
1560,Eastern,Tamil Nadu,Chennai,Landmark 1560,Temple,1547,5.0,3.2,38,No,Monday,Cultural,Yes,4.67,Morning
1561,Northern,Maharashtra,Lucknow,Landmark 1561,Temple,1604,4.9,3.8,123,Yes,Tuesday,Historical,Yes,0.4,Evening
1562,Eastern,West Bengal,Mumbai,Landmark 1562,Temple,1505,5.7,3.4,55,No,Thursday,Environmental,Yes,3.64,Afternoon
1563,Central,West Bengal,Delhi,Landmark 1563,Observatory,1570,1.0,4.7,115,No,Tuesday,Recreational,No,1.69,Afternoon
1564,Southern,Tamil Nadu,Lucknow,Landmark 1564,Observatory,1534,2.4,3.5,55,Yes,Thursday,Cultural,No,4.07,Evening
1565,Southern,Maharashtra,Kolkata,Landmark 1565,Museum,1618,1.6,3.9,161,No,Thursday,Environmental,Yes,2.25,Evening
1566,Central,Tamil Nadu,Delhi,Landmark 1566,Temple,1790,5.9,5.0,144,Yes,Friday,Environmental,Yes,4.87,Morning
1567,Central,West Bengal,Mumbai,Landmark 1567,Temple,1871,3.4,3.5,96,No,None,Scientific,Yes,4.11,Evening
1568,Western,Uttar Pradesh,Lucknow,Landmark 1568,Tomb,1741,1.4,3.5,147,No,None,Recreational,Yes,3.72,Afternoon
1569,Western,Delhi,Chennai,Landmark 1569,Tomb,1977,2.2,4.8,14,Yes,Wednesday,Historical,No,1.39,Evening
1570,Eastern,West Bengal,Kolkata,Landmark 1570,Theme Park,1852,0.5,3.3,8,Yes,Monday,Cultural,Yes,0.62,Evening
1571,Central,West Bengal,Lucknow,Landmark 1571,Temple,1563,5.6,4.9,79,Yes,Thursday,Environmental,Yes,5.0,Morning
1572,Central,Tamil Nadu,Lucknow,Landmark 1572,Tomb,1582,5.8,4.5,182,No,Thursday,Religious,Yes,2.34,Night
1573,Northern,West Bengal,Delhi,Landmark 1573,Observatory,1679,1.0,5.0,69,No,Wednesday,Scientific,No,0.32,Evening
1574,Central,Delhi,Chennai,Landmark 1574,Fort,1948,3.5,3.0,47,No,Thursday,Religious,No,4.7,Evening
1575,Southern,Maharashtra,Kolkata,Landmark 1575,Tomb,1783,2.8,3.9,58,No,Friday,Historical,Yes,0.58,Morning
1576,Eastern,Delhi,Chennai,Landmark 1576,Observatory,1799,4.6,3.4,76,No,Wednesday,Recreational,No,3.34,Afternoon
1577,Northern,Uttar Pradesh,Mumbai,Landmark 1577,Temple,1614,2.7,4.2,59,Yes,Wednesday,Historical,No,0.14,Evening
1578,Eastern,Delhi,Chennai,Landmark 1578,Beach,1930,2.6,4.8,148,No,None,Religious,Yes,2.82,Evening
1579,Northern,Tamil Nadu,Delhi,Landmark 1579,Tomb,1854,3.5,3.8,94,No,None,Cultural,No,3.52,Morning
1580,Western,Uttar Pradesh,Kolkata,Landmark 1580,Theme Park,1901,1.8,4.8,156,Yes,None,Historical,No,2.73,Evening
1581,Northern,Uttar Pradesh,Delhi,Landmark 1581,Theme Park,1820,4.4,4.3,167,No,Wednesday,Recreational,Yes,1.59,Evening
1582,Southern,Delhi,Lucknow,Landmark 1582,Observatory,1660,1.8,4.2,91,Yes,Tuesday,Historical,Yes,4.38,Night
1583,Eastern,West Bengal,Kolkata,Landmark 1583,Museum,1877,1.0,4.1,34,Yes,Friday,Recreational,No,2.09,Afternoon
1584,Eastern,Tamil Nadu,Kolkata,Landmark 1584,Beach,1854,5.4,4.7,178,No,Thursday,Recreational,Yes,1.96,Evening
1585,Western,Uttar Pradesh,Kolkata,Landmark 1585,Fort,1600,4.4,4.6,192,No,Friday,Cultural,Yes,0.4,Evening
1586,Southern,Tamil Nadu,Mumbai,Landmark 1586,Fort,1584,1.1,3.2,9,No,Tuesday,Scientific,Yes,3.87,Evening
1587,Central,Tamil Nadu,Kolkata,Landmark 1587,Beach,1681,4.2,3.6,182,No,Monday,Scientific,Yes,4.95,Afternoon
1588,Western,Delhi,Mumbai,Landmark 1588,Museum,1670,5.4,5.0,31,No,Tuesday,Recreational,No,2.71,Morning
1589,Eastern,Maharashtra,Delhi,Landmark 1589,War Memorial,1695,1.7,3.5,66,No,Thursday,Scientific,Yes,4.82,Afternoon
1590,Western,West Bengal,Mumbai,Landmark 1590,Tomb,1887,1.1,4.1,144,No,None,Cultural,Yes,2.52,Night
1591,Eastern,West Bengal,Delhi,Landmark 1591,Tomb,1506,2.3,3.5,8,No,Thursday,Scientific,Yes,0.73,Afternoon
1592,Western,Tamil Nadu,Lucknow,Landmark 1592,Museum,1866,1.2,4.7,2,No,Monday,Recreational,No,3.86,Morning
1593,Central,Maharashtra,Kolkata,Landmark 1593,Fort,1733,0.7,3.3,173,No,Monday,Scientific,Yes,3.34,Morning
1594,Central,Uttar Pradesh,Delhi,Landmark 1594,Beach,1866,2.3,4.1,155,No,None,Religious,Yes,4.03,Evening
1595,Southern,Tamil Nadu,Kolkata,Landmark 1595,Temple,1780,3.9,4.7,69,Yes,Wednesday,Historical,Yes,0.66,Evening
1596,Western,Delhi,Kolkata,Landmark 1596,Tomb,1761,4.0,5.0,135,Yes,Friday,Environmental,No,4.14,Morning
1597,Western,Uttar Pradesh,Chennai,Landmark 1597,Observatory,1505,3.9,3.7,186,No,None,Religious,Yes,0.65,Afternoon
1598,Southern,Uttar Pradesh,Mumbai,Landmark 1598,Fort,1601,6.0,3.7,53,No,Wednesday,Scientific,Yes,4.05,Evening
1599,Northern,West Bengal,Chennai,Landmark 1599,Tomb,1756,3.4,3.3,7,Yes,Monday,Scientific,No,1.97,Night
1600,Western,Uttar Pradesh,Delhi,Landmark 1600,Theme Park,1867,2.2,4.6,8,No,Tuesday,Recreational,Yes,2.49,Night
1601,Eastern,Uttar Pradesh,Chennai,Landmark 1601,Tomb,1990,5.3,4.7,18,Yes,None,Environmental,No,2.64,Night
1602,Northern,Maharashtra,Lucknow,Landmark 1602,Museum,1803,4.2,4.4,193,No,Thursday,Recreational,Yes,0.76,Evening
1603,Northern,Tamil Nadu,Delhi,Landmark 1603,Theme Park,1815,1.6,3.7,40,No,Wednesday,Environmental,Yes,3.53,Morning
1604,Southern,Delhi,Delhi,Landmark 1604,Tomb,1501,5.5,4.4,195,Yes,Friday,Historical,Yes,3.33,Morning
1605,Northern,Uttar Pradesh,Delhi,Landmark 1605,Fort,1514,1.4,3.9,177,Yes,None,Recreational,Yes,2.62,Afternoon
1606,Northern,West Bengal,Chennai,Landmark 1606,Observatory,1965,2.3,4.2,61,No,None,Environmental,Yes,1.14,Morning
1607,Eastern,Delhi,Kolkata,Landmark 1607,Observatory,1521,0.8,4.1,112,Yes,Wednesday,Historical,No,4.69,Morning
1608,Central,Delhi,Mumbai,Landmark 1608,Museum,1870,4.9,3.4,53,Yes,Friday,Scientific,Yes,3.55,Night
1609,Central,Tamil Nadu,Delhi,Landmark 1609,Fort,1645,4.7,3.3,180,Yes,Monday,Religious,No,3.02,Night
1610,Central,West Bengal,Lucknow,Landmark 1610,Beach,1580,4.1,3.3,193,No,Thursday,Cultural,No,4.21,Morning
1611,Southern,Tamil Nadu,Mumbai,Landmark 1611,War Memorial,1905,3.6,3.1,58,Yes,Thursday,Environmental,Yes,0.78,Afternoon
1612,Western,Uttar Pradesh,Kolkata,Landmark 1612,War Memorial,1883,2.0,3.4,70,Yes,Friday,Recreational,No,1.13,Morning
1613,Southern,Delhi,Lucknow,Landmark 1613,Observatory,1843,2.4,5.0,151,Yes,None,Religious,Yes,1.33,Evening
1614,Central,Maharashtra,Mumbai,Landmark 1614,Temple,1986,2.1,3.6,124,No,Thursday,Cultural,No,3.96,Night
1615,Eastern,Maharashtra,Chennai,Landmark 1615,Tomb,2013,0.7,3.3,80,No,Wednesday,Cultural,Yes,2.48,Night
1616,Eastern,Tamil Nadu,Chennai,Landmark 1616,Museum,1748,1.3,4.9,32,Yes,Thursday,Environmental,Yes,4.06,Morning
1617,Northern,Uttar Pradesh,Mumbai,Landmark 1617,Theme Park,1532,4.1,4.3,72,Yes,Thursday,Recreational,No,2.85,Afternoon
1618,Central,Maharashtra,Chennai,Landmark 1618,Observatory,1520,4.7,3.9,13,No,Wednesday,Scientific,Yes,3.48,Afternoon
1619,Eastern,Maharashtra,Delhi,Landmark 1619,Observatory,1791,1.4,3.6,187,Yes,None,Cultural,Yes,0.42,Morning
1620,Central,Tamil Nadu,Delhi,Landmark 1620,Fort,1605,4.6,4.3,159,Yes,Wednesday,Historical,Yes,2.83,Afternoon
1621,Central,Tamil Nadu,Delhi,Landmark 1621,Fort,1684,4.2,4.9,122,No,Tuesday,Environmental,Yes,1.55,Afternoon
1622,Southern,Maharashtra,Lucknow,Landmark 1622,Tomb,1715,5.1,3.7,9,Yes,Thursday,Religious,Yes,3.33,Evening
1623,Northern,Maharashtra,Mumbai,Landmark 1623,Temple,1987,3.6,3.9,80,No,Wednesday,Historical,No,3.54,Morning
1624,Central,Uttar Pradesh,Mumbai,Landmark 1624,War Memorial,1698,4.5,5.0,61,No,Friday,Historical,Yes,4.1,Evening
1625,Eastern,West Bengal,Chennai,Landmark 1625,Fort,1967,1.1,3.4,36,Yes,Monday,Recreational,No,2.0,Afternoon
1626,Central,Uttar Pradesh,Mumbai,Landmark 1626,Museum,1847,0.7,3.2,74,No,Tuesday,Scientific,Yes,1.52,Afternoon
1627,Western,Delhi,Kolkata,Landmark 1627,Tomb,1907,3.0,4.3,51,Yes,Monday,Environmental,No,2.44,Evening
1628,Central,Uttar Pradesh,Chennai,Landmark 1628,Observatory,1945,5.3,3.0,2,Yes,Tuesday,Recreational,Yes,1.47,Morning
1629,Western,Tamil Nadu,Mumbai,Landmark 1629,Observatory,1928,1.5,4.1,119,No,Monday,Historical,Yes,2.89,Night
1630,Western,Maharashtra,Chennai,Landmark 1630,Fort,1654,2.9,4.0,144,Yes,Tuesday,Recreational,No,0.9,Afternoon
1631,Central,Maharashtra,Kolkata,Landmark 1631,Beach,1565,0.8,4.7,0,No,Monday,Historical,Yes,4.33,Evening
1632,Southern,Maharashtra,Kolkata,Landmark 1632,War Memorial,1560,4.0,4.5,143,No,None,Historical,No,0.39,Night
1633,Southern,Uttar Pradesh,Lucknow,Landmark 1633,Museum,1817,1.4,3.2,168,No,None,Religious,No,2.72,Morning
1634,Southern,Delhi,Chennai,Landmark 1634,Tomb,1844,2.1,4.4,2,Yes,Friday,Cultural,No,2.93,Evening
1635,Southern,Maharashtra,Delhi,Landmark 1635,Observatory,1603,2.6,4.7,148,No,Monday,Cultural,Yes,0.69,Evening
1636,Western,Maharashtra,Delhi,Landmark 1636,Theme Park,1671,3.9,4.6,72,No,Tuesday,Environmental,Yes,4.42,Night
1637,Southern,West Bengal,Chennai,Landmark 1637,Tomb,1615,5.9,3.6,189,No,Tuesday,Recreational,No,3.34,Evening
1638,Central,West Bengal,Delhi,Landmark 1638,Temple,1614,2.1,3.7,92,Yes,Friday,Environmental,Yes,3.83,Morning
1639,Central,Uttar Pradesh,Delhi,Landmark 1639,Museum,1819,1.5,4.0,97,No,Wednesday,Historical,Yes,3.59,Afternoon
1640,Eastern,Tamil Nadu,Mumbai,Landmark 1640,Observatory,1553,5.0,3.4,76,Yes,Tuesday,Environmental,No,1.21,Night
1641,Eastern,Tamil Nadu,Delhi,Landmark 1641,Beach,1527,1.1,3.4,61,No,Friday,Scientific,No,4.72,Afternoon
1642,Southern,Maharashtra,Kolkata,Landmark 1642,Observatory,1540,2.9,3.4,179,No,Tuesday,Recreational,No,2.84,Morning
1643,Central,Delhi,Mumbai,Landmark 1643,Observatory,1513,6.0,3.0,115,No,Wednesday,Historical,Yes,3.39,Morning
1644,Central,West Bengal,Mumbai,Landmark 1644,Tomb,1590,2.8,4.3,30,No,Friday,Historical,No,2.92,Evening
1645,Central,Uttar Pradesh,Lucknow,Landmark 1645,Tomb,1899,5.4,5.0,190,No,Wednesday,Environmental,Yes,4.58,Afternoon
1646,Central,West Bengal,Delhi,Landmark 1646,Theme Park,1888,4.2,4.5,131,No,Monday,Scientific,No,4.76,Evening
1647,Southern,Maharashtra,Mumbai,Landmark 1647,Observatory,1920,4.5,3.5,126,Yes,Monday,Recreational,No,3.25,Night
1648,Southern,Tamil Nadu,Delhi,Landmark 1648,Fort,1760,4.3,4.1,83,Yes,Wednesday,Cultural,No,1.26,Night
1649,Central,West Bengal,Lucknow,Landmark 1649,Theme Park,1985,5.0,4.8,197,Yes,Monday,Cultural,No,4.14,Night
1650,Southern,Delhi,Chennai,Landmark 1650,Observatory,1908,5.4,3.7,170,No,None,Environmental,No,1.75,Afternoon
1651,Northern,Delhi,Delhi,Landmark 1651,Beach,1790,3.7,3.7,44,No,Thursday,Religious,No,1.59,Evening
1652,Northern,Maharashtra,Chennai,Landmark 1652,Museum,1897,5.7,3.2,46,Yes,None,Historical,No,0.32,Evening
1653,Northern,West Bengal,Mumbai,Landmark 1653,Museum,1668,3.8,4.2,153,No,Tuesday,Cultural,No,4.23,Night
1654,Western,Maharashtra,Chennai,Landmark 1654,Observatory,1514,0.5,4.7,189,Yes,Wednesday,Scientific,No,0.7,Afternoon
